Subject,File Name,Category,Main Purpose,Status,Needs Work,TODO Items,Endpoints,Dependencies,Importance,Error
/home/ubuntu/dlnk_project/dlnk_core/dlnk_db.py,dlnk_db.py,core/database/tracking/sqlite,จัดการฐานข้อมูล SQLite สำหรับติดตามข้อมูลลูกค้าและกิจกรรมการใช้งาน โดยมีการสร้างตารางสำหรับเก็บข้อมูลอุปกรณ์ (targets) และบันทึกกิจกรรม (activity_log),ready,True,"ปรับปรุงฟังก์ชัน get_ip_address() ให้ดึง IP จริงแทนการจำลอง, เพิ่มรายละเอียดในการบันทึก activity_log, และปรับปรุงการดึง hostname",N/A,N/A,8,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_launcher.py,dlnk_launcher.py,core/launcher/ide,"This file creates a GUI application that serves as a launcher for the dLNk AI system. It handles license key validation and, upon success, launches a proxy and Visual Studio Code.",ready,True,Improve cross-platform support for VS Code path detection. Externalize configuration for server URL and proxy script path. Add more robust error handling for subprocess calls. Fix UI freezing during validation.,/verify,"dlnk_license_manager.py, dlnk_db.py, mitm_https_proxy.py",10,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_launcher_v2.py,dlnk_launcher_v2.py,core/launcher/gui,เป็นหน้าต่างสำหรับล็อกอินและเปิดใช้งาน dLNk IDE โดยมีการตรวจสอบ License Key และสามารถเลือกโหมดการเชื่อมต่อได้ทั้งแบบ Online และ Offline,ready,True,"ปรับปรุงการจัดการข้อผิดพลาด (error handling) ให้ดีขึ้น, เพิ่มความยืดหยุ่นในการกำหนดค่าเส้นทาง (path) ของไฟล์ต่างๆ, และพัฒนาระบบการจัดการการตั้งค่าให้มีประสิทธิภาพมากขึ้น",/api/v2/validate-license,"dlnk_license_system.py, dlnk_ide.py, dlnk_proxy.py, dlnk_ai_bridge.py, dlnk_admin_console.py, dlnk_logo.png, server_ip.txt",9,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_license_manager.py,dlnk_license_manager.py,core,สร้างและตรวจสอบใบอนุญาตใช้งานซอฟต์แวร์ โดยใช้การเข้ารหัสเพื่อป้องกันการปลอมแปลง,ready,True,ควรย้าย MASTER_SECRET และ SALT ออกจากโค้ดโดยตรงเพื่อความปลอดภัย เช่น การใช้ environment variables หรือ configuration file ที่เข้ารหัส,N/A,N/A,9,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_license_system.py,dlnk_license_system.py,core/dlnk/license,"เป็นระบบจัดการ License Key และ User Authentication แบบครบวงจรสำหรับโปรเจ็ค dLNk IDE ซึ่งรวมทั้งระบบเข้ารหัสแบบเก่าและระบบฐานข้อมูลใหม่สำหรับจัดการผู้ใช้, license, และการเปิดใช้งาน",ready,True,"1. เปลี่ยนรหัสผ่าน admin เริ่มต้นที่ hardcode เป็นการสร้างรหัสแบบสุ่มเพื่อความปลอดภัย
2. Refactor โค้ดเพื่อรวมระบบเก่าและใหม่เข้าด้วยกัน หรือยกเลิกระบบเก่า
3. เพิ่ม unit tests สำหรับฟังก์ชันหลัก
4. ขยายความสามารถของ CLI",N/A,N/A,9,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_production_config.py,dlnk_production_config.py,core/config/production,"ไฟล์นี้ทำหน้าที่จัดการการตั้งค่าทั้งหมดสำหรับ Production Environment ของ dLNk application โดยครอบคลุมการตั้งค่า AI backends, ความปลอดภัย, การปกปิดตัวตน, Cloud deployment, การเชื่อมต่อ Telegram bot และ UI/Branding",ready,True,"- ตั้งค่า OPENAI_API_KEY เพื่อให้ OpenAI fallback ทำงานได้
- ตั้งค่า DLNK_SECRET_KEY ที่แข็งแกร่งสำหรับ production
- ตั้งค่า DLNK_TELEGRAM_BOT_TOKEN เพื่อให้ Telegram bot ทำงาน
- กำหนด DLNK_TELEGRAM_ADMIN_IDS สำหรับ Telegram bot
- ตรวจสอบว่า Tor ติดตั้งและทำงานหากเปิดใช้งาน anonymization","internal://antigravity/jetski, https://api.openai.com/v1, http://localhost:11434/api/generate",N/A,9,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_prompt_filter.py,dlnk_prompt_filter.py,core,"ระบบกรอง Prompt เพื่อป้องกันการโจมตีระบบ dLNk, Admin, Telegram และ License โดยจะบล็อกเฉพาะคำถามที่เกี่ยวข้องกับการโจมตี แต่จะอนุญาตคำถามประเภทอื่นทั้งหมด",ready,True,"ขยายความสามารถในการตรวจจับ leetspeak, เพิ่มกลไกการอัปเดต pattern จากภายนอก, ปรับปรุงระบบ logging และ analytics",N/A,ai_bridge.py,9,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_qa_audit.py,dlnk_qa_audit.py,core/qa/audit,"เป็นระบบทดสอบและตรวจสอบคุณภาพอัตโนมัติสำหรับโปรเจ็ค dLNk ครอบคลุมด้านความปลอดภัย, คุณภาพโค้ด, ความครบถ้วนของฟีเจอร์ และความสามารถของ AI",partial,True,"ฟังก์ชันการทดสอบส่วนใหญ่ยังไม่ได้ถูก implement (เช่น _test_prompt_filter, _test_admin_auth, _test_license_encryption) และต้องมีการพัฒนาเพิ่มเติมเพื่อให้สามารถทดสอบได้อย่างสมบูรณ์",N/A,"dlnk_ai_bridge_v2.py, dlnk_license_system.py, dlnk_telegram_bot.py, dlnk_admin_web.py, dlnk_launcher_v2.py, dlnk_prompt_filter.py, dlnk_admin_auth.py, dlnk_c2_logging.py, requirements.txt",9,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_security_hardening.py,dlnk_security_hardening.py,core/security,"ไฟล์นี้ทำหน้าที่เป็นแกนหลักด้านความปลอดภัยของเว็บแอปพลิเคชัน โดยมีการจัดการผู้ใช้, การเข้ารหัสข้อมูล, และการป้องกันการโจมตีพื้นฐาน",ready,True,"1. ควรจัดเก็บ ENCRYPTION_KEY ไว้ในที่ปลอดภัยและไม่สร้างใหม่ทุกครั้งที่แอปพลิเคชันเริ่มทำงาน
2. ระบบ rate limit ควรใช้ persistent storage เช่น Redis แทนการเก็บใน memory
3. ไม่ควรใช้ debug=True ใน production
4. ควรพิจารณาใช้ระบบฐานข้อมูลที่มีประสิทธิภาพสูงกว่า SQLite สำหรับแอปพลิเคชันขนาดใหญ่","/register, /login, /profile, /get_csrf_token","os, sqlite3, logging, functools, flask, cryptography, bleach, time, database.db",8,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_telegram_bot.py,dlnk_telegram_bot.py,core/tools/bot,"บอท Telegram สำหรับผู้ดูแลระบบเพื่อจัดการ License ของ dLNk IDE ซึ่งรวมถึงการสร้าง, ตรวจสอบ, เพิกถอน, และขยาย License รวมถึงการจัดการผู้ใช้และผู้ดูแลระบบ",partial,True,"ปรับปรุงการแสดงผลรายการ license และ user เพื่อรองรับข้อมูลจำนวนมาก (Pagination), เพิ่มการยืนยันก่อนดำเนินการคำสั่งที่สำคัญเช่น revoke",N/A,dlnk_license_system.py,8,
/home/ubuntu/dlnk_project/dlnk_core/dlnk_unified_bridge.py,dlnk_unified_bridge.py,core/unified,"ทำหน้าที่เป็น Bridge แบบรวมศูนย์สำหรับเชื่อมต่อกับ AI Provider หลายราย (Antigravity, Gemini, OpenAI, Groq, Ollama) พร้อมระบบ fallback อัตโนมัติ, การจัดการ token และหน่วยความจำสำหรับบทสนทนา",ready,True,Implement the token refresh mechanism in the TokenManager's _refresh_token method for providers that support it.,"https://antigravity.dl-nk.com/, https://generativelanguage.googleapis.com/v1beta/models, https://api.openai.com/v1, https://api.groq.com/openai/v1, http://localhost:11434",N/A,10,
/home/ubuntu/dlnk_project/dlnk_core/token_harvester.py,token_harvester.py,core/antigravity/tools,"ทำหน้าที่เป็น MITM (Man-in-the-Middle) proxy เพื่อดักจับและสกัดกั้นโทเค็นการยืนยันตัวตน (เช่น Bearer tokens, API keys) จากการรับส่งข้อมูล HTTPS ไปยังบริการของ Antigravity, OpenAI และ Google APIs",ready,True,"ปรับปรุงประสิทธิภาพการส่งต่อคำขอ (request forwarding), เพิ่มการจัดการข้อผิดพลาดให้ครอบคลุมมากขึ้น, จัดทำเอกสารเกี่ยวกับไลบรารีที่ต้องใช้, และสร้างชุดการทดสอบ (test suite) สำหรับโค้ด","antigravity-worker.google.com, api.openai.com, generativelanguage.googleapis.com",N/A,9,
/home/ubuntu/dlnk_project/dlnk_unified_system/antigravity_installer.py,antigravity_installer.py,core/antigravity/tools,"ติดตั้งและตั้งค่าสภาพแวดล้อมสำหรับ dLNk AI IDE โดยอัตโนมัติ ซึ่งรวมถึงการติดตั้ง VS Code, extension 'Antigravity', และการกำหนดค่าที่จำเป็น",ready,,N/A,https://code.visualstudio.com,"stolen_data.json (optional), settings.json, unified_tokens.json, launch_dlnk.bat/launch_dlnk.sh",9,
/home/ubuntu/dlnk_project/dlnk_unified_system/dlnk_unified_launcher.py,dlnk_unified_launcher.py,core/antigravity/tools/simulation/unified,"ทำหน้าที่เป็นตัวเรียกใช้งานแบบครบวงจรสำหรับ dLNk Unified System โดยรวม Antigravity และ dLNk IDE เข้าไว้ด้วยกัน จัดการโทเค็น, การเชื่อมต่อ AI หลายผู้ให้บริการ, และมีทั้งส่วนติดต่อผู้ใช้แบบกราฟิก (GUI) และแบบบรรทัดคำสั่ง (CLI)",ready,,N/A,"https://antigravity-worker.google.com/exa.language_server_pb.LanguageServerService/SendUserCascadeMessage, https://oauth2.googleapis.com/token, http://127.0.0.1:5000, https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash-exp:generateContent, https://api.openai.com/v1/chat/completions, http://localhost:11434/api/generate",N/A,10,
/home/ubuntu/dlnk_project/dlnk_unified_system/setup.py,setup.py,core/dlnk/tools/setup/unified,"สคริปต์สำหรับติดตั้ง dependencies, ตั้งค่าระบบ, และสร้าง shortcuts สำหรับ dLNk Unified System",ready,True,เพิ่มการรองรับการสร้าง shortcut บน macOS และ Linux,N/A,"dlnk_unified_launcher.py, ai_gateway_server.py",9,
